item_id,dataset,query_ref,score_band,query_active_channels,query_high_risk_channels,query_stage_profile,rating_semantic_similarity_0_2,rating_shared_high_risk_precursor_0_1,rating_supports_escalation_0_2,rating_misleading_0_1,rating_confidence_1_5,free_text_rationale,analog1_ref,analog1_active_channels,analog1_high_risk_channels,analog1_stage_profile,analog2_ref,analog2_active_channels,analog2_high_risk_channels,analog2_stage_profile,analog3_ref,analog3_active_channels,analog3_high_risk_channels,analog3_stage_profile,analog4_ref,analog4_active_channels,analog4_high_risk_channels,analog4_stage_profile,analog5_ref,analog5_active_channels,analog5_high_risk_channels,analog5_stage_profile
item_e2fcf4c13eea,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution;priv_esc;lateral_move,execution;priv_esc;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_54e36e3da5b1,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1f049140fd72,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_a30c27af3621,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_60174a21d9d8,AIT-ADS chronology,q_e6f83fa182ca,middle,auth_abuse;collection_exfil,collection_exfil,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_6fa9c3c2b88f,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_77125e5bf974,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_f8d137a972db,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_6fa9c3c2b88f,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_860728671985,AIT-ADS chronology,q_4758ad64667f,top_decile,priv_esc,priv_esc,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_542a82907886,AIT-ADS chronology,q_e6f83fa182ca,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35fa0971d50a,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_ecb0a1f90d46,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;auth_abuse;execution,execution,not_provided,,,,,,,a_8a84dc420924,recon;auth_abuse;execution,execution,not_provided,a_c63f990a1dfc,recon;auth_abuse;execution,execution,not_provided,a_3f8b0c4eca4a,recon;auth_abuse;execution,execution,not_provided,a_c802a458c19a,recon;auth_abuse;execution;persistence,execution;persistence,not_provided,a_36f9693cc221,recon;auth_abuse;execution;persistence,execution;persistence,not_provided
item_b0eb6fc76320,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_8dd6a4b13b99,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_8d547d1e2638,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_abcb1b005c57,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_1fa685d4993f,AIT-ADS chronology,q_e6f83fa182ca,top_decile,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_fd60a6473372,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,recon,none,not_provided,,,,,,,a_0d5cf2d4e68b,recon,none,not_provided,a_1535303c24de,recon,none,not_provided,a_d8128511e155,recon;persistence,persistence,not_provided,a_208943455ef5,recon;execution,execution,not_provided,a_38ffd66cec55,recon;execution,execution,not_provided
item_a3f5a826d986,AIT-ADS chronology,q_4758ad64667f,top_decile,priv_esc,priv_esc,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_574351dae0a7,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_35f7bacaaedb,ATLASv2 held-out-family,q_19fba99ac8f8,top_decile,recon;execution,execution,not_provided,,,,,,,a_6dcf37a38b08,recon;execution,execution,not_provided,a_206b8fa1ed9d,recon;execution,execution,not_provided,a_5702d5bffce5,recon;execution;persistence,execution;persistence,not_provided,a_683533403cb0,recon;execution;persistence,execution;persistence,not_provided,a_d14a215df496,recon;auth_abuse;execution,execution,not_provided
item_ded5842127f5,ATLASv2 held-out-family,q_46b15256ca52,top_decile,recon;execution,execution,not_provided,,,,,,,a_6dcf37a38b08,recon;execution,execution,not_provided,a_206b8fa1ed9d,recon;execution,execution,not_provided,a_5702d5bffce5,recon;execution;persistence,execution;persistence,not_provided,a_683533403cb0,recon;execution;persistence,execution;persistence,not_provided,a_d14a215df496,recon;auth_abuse;execution,execution,not_provided
item_cce41a7505f3,AIT-ADS chronology,q_e6f83fa182ca,top_decile,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_44e0fff954e6,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1f049140fd72,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_2e1e62e7a668,ATLASv2 held-out-family,q_b4fc24ac91ca,middle,recon;execution,execution,not_provided,,,,,,,a_c27fb80777e2,recon;execution,execution,not_provided,a_1535303c24de,recon;execution,execution,not_provided,a_b77862a914fd,recon;execution,execution,not_provided,a_06808402b0ec,execution,execution,not_provided,a_02d885859505,execution,execution,not_provided
item_66146fa01694,ATLASv2 held-out-family,q_46b15256ca52,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_23fd9aa711a7,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35fa0971d50a,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_eb6be23afe06,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution;cred_access,execution;cred_access,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_6d3c9cef6a6b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_6fa9c3c2b88f,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_194ff82c2264,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_0123ac8ae5fd,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;auth_abuse;execution,execution,not_provided,,,,,,,a_8a84dc420924,recon;auth_abuse;execution,execution,not_provided,a_c63f990a1dfc,recon;auth_abuse;execution,execution,not_provided,a_3f8b0c4eca4a,recon;auth_abuse;execution,execution,not_provided,a_376403f1b13c,recon;auth_abuse;execution,execution,not_provided,a_d14a215df496,recon;auth_abuse;execution,execution,not_provided
item_be3b784fe046,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_8dd6a4b13b99,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_8d547d1e2638,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_abcb1b005c57,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_b1d8800900ca,AIT-ADS chronology,q_4758ad64667f,top_decile,priv_esc,priv_esc,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_8dd6a4b13b99,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_abcb1b005c57,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_5de97807899a,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_574351dae0a7,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_2d1fb84f0b3c,AIT-ADS chronology,q_e6f83fa182ca,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35fa0971d50a,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_7256d8c7c35c,ATLASv2 held-out-family,q_f70e60630ecd,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_a0e46d574fca,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,recon;execution,execution,not_provided,,,,,,,a_0d5cf2d4e68b,recon;execution,execution,not_provided,a_347a5c3321e7,recon;execution,execution,not_provided,a_d8128511e155,recon;execution,execution,not_provided,a_52a6bfaf36a0,execution,execution,not_provided,a_26a73f06da50,execution,execution,not_provided
item_b9cdc8407fd6,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_8d547d1e2638,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_ffdd385f9331,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;execution,execution,not_provided,,,,,,,a_6dcf37a38b08,recon;execution,execution,not_provided,a_c63f990a1dfc,recon;execution,execution,not_provided,a_5702d5bffce5,recon;execution;persistence,execution;persistence,not_provided,a_376403f1b13c,recon;auth_abuse;execution,execution,not_provided,a_c66eda152632,recon;auth_abuse;execution,execution,not_provided
item_30fa6641cf68,AIT-ADS chronology,q_4758ad64667f,top_decile,none,none,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_1bcc3e1e05a1,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_f50d62cf9f98,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_35fa0971d50a,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_54e36e3da5b1,auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1f049140fd72,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_0e9c04644198,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;auth_abuse;execution,execution,not_provided,,,,,,,a_707a67e995f8,recon;auth_abuse;execution,execution,not_provided,a_c63f990a1dfc,recon;auth_abuse;execution,execution,not_provided,a_82f6b891021d,recon;auth_abuse;execution,execution,not_provided,a_376403f1b13c,recon;execution,execution,not_provided,a_c66eda152632,recon;execution,execution,not_provided
item_1347e0c1b0b9,ATLASv2 held-out-family,q_f70e60630ecd,middle,auth_abuse;execution,execution,not_provided,,,,,,,a_ac41164c7865,execution,execution,not_provided,a_1535303c24de,execution,execution,not_provided,a_1144c91b5c69,execution,execution,not_provided,a_06808402b0ec,execution,execution,not_provided,a_02d885859505,execution,execution,not_provided
item_b608c80fd76d,AIT-ADS chronology,q_4758ad64667f,top_decile,priv_esc,priv_esc,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_5c44b3eee14a,AIT-ADS chronology,q_e6f83fa182ca,middle,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_54e36e3da5b1,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1f049140fd72,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_f4db121a5145,ATLASv2 held-out-family,q_8e3c5f3cbc3c,low_quartile,recon;execution;persistence,execution;persistence,not_provided,,,,,,,a_0d5cf2d4e68b,recon;execution;persistence,execution;persistence,not_provided,a_347a5c3321e7,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,a_6e038baf20b5,persistence,persistence,not_provided,a_f1c563bbdf12,recon;execution;persistence,execution;persistence,not_provided,a_1315081d8723,recon;persistence,persistence,not_provided
item_da0e04b9f064,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_919dfc4884b6,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
