attack, process_id, process_name, label
atlasv2/h1-m1, 3788, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2216, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2996, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2880, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2244, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2264, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2108, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1484, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3876, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1136, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 224, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3180, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3748, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1536, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3760, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 188, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3908, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 4008, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1804, c:\program files\confer\repux.exe, benign
atlasv2/h1-m1, 3892, c:\windows\system32\wsqmcons.exe, benign
atlasv2/h1-m1, 1504, c:\windows\system32\schtasks.exe, benign
atlasv2/h1-m1, 2852, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m1, 3852, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1444, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3680, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1140, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m1, 3708, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3516, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3840, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2716, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3096, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2648, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3752, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 332, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2120, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 836, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3772, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3948, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3732, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1744, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2188, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2272, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3820, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3884, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 4076, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1744, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1884, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2008, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2824, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1808, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3600, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1928, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1136, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2352, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3144, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2744, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3776, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3860, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1564, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1292, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3880, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3960, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3028, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1820, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3016, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2556, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3404, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3712, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1388, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m1, 684, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1536, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2440, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2988, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3220, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2332, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 4076, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1984, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3700, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2036, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2120, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2860, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3364, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3980, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3020, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3420, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 532, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3452, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2024, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 684, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3028, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3956, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1924, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2264, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3736, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3380, c:\windows\system32\mobsync.exe, contaminated
atlasv2/h1-m1, 2932, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 900, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2172, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 388, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1404, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2040, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1136, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2680, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3168, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3852, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 4044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1928, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3912, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3348, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2108, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 4044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2940, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 728, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1996, c:\windows\system32\macromed\flash\flashplayerupdateservice.exe, benign
atlasv2/h1-m1, 3240, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m1, 3252, c:\windows\system32\macromed\flash\flashplayerupdateservice.exe, benign
atlasv2/h1-m1, 3640, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 15049, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m1, 1848, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3524, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3924, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3640, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2708, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3416, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3464, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3152, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1388, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2852, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 684, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3724, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 596, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 4020, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 364, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1820, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2156, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3884, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 1352, c:\windows\system32\taskhost.exe, contaminated
atlasv2/h1-m1, 2576, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3400, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3672, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 2740, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m1, 3640, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3616, c:\program files\mozilla firefox\firefox.exe, attack
atlasv2/h1-m2, 2928, c:\python27\python.exe, contaminated
atlasv2/h1-m2, 2460, c:\program files\vmware\vmware tools\tpautoconnsvc.exe, benign
atlasv2/h1-m2, 1388, c:\windows\system32\spoolsv.exe, benign
atlasv2/h1-m2, 3364, c:\windows\system32\searchindexer.exe, benign
atlasv2/h1-m2, 3372, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m2, 1952, c:\windows\sysmon.exe, contaminated
atlasv2/h1-m2, 3096, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m2, 2972, c:\program files\mozilla firefox\firefox.exe, contaminated
atlasv2/h1-m2, 2648, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 308, c:\program files\confer\repmgr.exe, benign
atlasv2/h1-m2, 2844, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 936, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1352, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2472, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 376, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2904, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1848, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3080, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2188, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 904, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 692, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 308, c:\windows\system32\svchost.exe, contaminated
atlasv2/h1-m2, 309, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m2, 2660, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1932, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3852, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 664, c:\windows\system32\svchost.exe, attack
atlasv2/h1-m2, 3956, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3308, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1576, c:\windows\explorer.exe, benign
atlasv2/h1-m2, 4060, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3220, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2916, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1060, c:\windows\system32\audiodg.exe, benign
atlasv2/h1-m2, 848, c:\windows\system32\svchost.exe, contaminated
atlasv2/h1-m2, 3504, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2440, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1980, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3828, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3952, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2804, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2304, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2712, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2284, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2656, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2708, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2180, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 920, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3560, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2904, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1848, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3080, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 608, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2960, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 660, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2344, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3160, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3956, c:\program files\mozilla firefox\firefox.exe, contaminated
atlasv2/h1-m2, 468, c:\windows\system32\lsass.exe, attack
atlasv2/h1-m2, 473, c:\windows\system32\svchost.exe, contaminated
atlasv2/h1-m2, 477, c:\windows\system32\services.exe, attack
atlasv2/h1-m2, 3128, c:\windows\system32\taskhost.exe, benign
atlasv2/h1-m2, 3196, c:\windows\system32\cmd.exe, attack
atlasv2/h1-m2, 2420, c:\program files\mozilla firefox\plugin-container.exe, attack
atlasv2/h1-m2, 2168, c:\windows\system32\conhost.exe, attack
atlasv2/h1-m2, 436, c:\windows\system32\csrss.exe, benign
atlasv2/h1-m2, 3696, c:\program files\confer\scanner\scanhost.exe, contaminated
atlasv2/h1-m2, 4088, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1064, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 344, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2708, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3324, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3584, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 940, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 896, c:\windows\system32\svchost.exe, contaminated
atlasv2/h1-m2, 1624, c:\windows\system32\lsm.exe, contaminated
atlasv2/h1-m2, 4092, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2476, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2236, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2072, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1848, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2280, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1352, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3012, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2676, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1032, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2804, c:\windows\system32\taskeng.exe, contaminated
atlasv2/h1-m2, 992, c:\windows\system32\svchost.exe, attack
atlasv2/h1-m2, 628, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1480, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 128, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3952, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2292, c:\windows\system32\wermgr.exe, contaminated
atlasv2/h1-m2, 2932, c:\program files\microsoft office\office14\excel.exe, contaminated
atlasv2/h1-m2, 1332, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1852, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3180, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3884, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 864, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2708, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 320, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1864, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3584, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1500, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2608, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1060, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2908, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 316, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 376, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2568, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 460, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1108, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 800, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3568, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1472, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m2, 1744, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m2, 2340, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m2, 3488, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m2, 1168, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m2, 3460, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m2, 800, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m2, 2888, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2996, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2656, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3568, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3724, c:\program files\vmware\vmware tools\tpautoconnect.exe, benign
atlasv2/h1-m2, 1772, c:\program files\vmware\vmware tools\vmtoolsd.exe, benign
atlasv2/h1-m2, 1052, c:\windows\system32\mmc.exe, benign
atlasv2/h1-m2, 1240, c:\windows\system32\svchost.exe, benign
atlasv2/h1-m2, 2940, c:\windows\system32\wbem\wmiadap.exe, benign
atlasv2/h1-m2, 3528, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2244, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3004, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3768, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3084, c:\windows\system32\vssvc.exe, benign
atlasv2/h1-m2, 1812, c:\windows\system32\cmd.exe, benign
atlasv2/h1-m2, 3188, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m2, 4048, c:\program files\wireshark\tshark.exe, benign
atlasv2/h1-m2, 1164, c:\windows\system32\dllhost.exe, benign
atlasv2/h1-m2, 2184, c:\program files\wireshark\dumpcap.exe, benign
atlasv2/h1-m2, 2320, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m2, 356, c:\program files\wireshark\dumpcap.exe, benign
atlasv2/h1-m2, 2972, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m2, 2328, c:\program files\wireshark\dumpcap.exe, benign
atlasv2/h1-m2, 1884, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m2, 4, SYSTEM, benign
atlasv2/h1-m2, 3504, c:\windows\system32\sc.exe, benign
atlasv2/h1-m2, 384, c:\windows\system32\csrss.exe, benign
atlasv2/h1-m2, 4088, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m2, 3556, c:\windows\system32\sdclt.exe, benign
atlasv2/h1-m2, 2548, c:\windows\system32\wsqmcons.exe, benign
atlasv2/h1-m2, 4036, c:\windows\system32\schtasks.exe, benign
atlasv2/h1-m2, 1492, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m2, 752, c:\windows\system32\cmd.exe, benign
atlasv2/h1-m2, 1888, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m2, 3192, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2624, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3868, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2676, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 576, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3852, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 800, c:\windows\system32\searchprotocolhost.exe, contaminated
atlasv2/h1-m2, 3828, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m2, 2196, c:\users\aalsahee\payload.exe, attack
atlasv2/h1-m2, 3028, c:\users\aalsahee\payload.exe, attack
atlasv2/h1-m2, 3960, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 568, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3500, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2756, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3752, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 316, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3856, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2932, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 660, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1064, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1548, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3464, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3676, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3452, c:\windows\system32\conhost.exe, benign
atlasv2/h1-m2, 3597, c:\program files\confer\scanner\upd.exe, benign
atlasv2/h1-m2, 212, c:\windows\system32\svchost.exe, contaminated
atlasv2/h1-m2, 4725, c:\windows\system32\audiodg.exe, attack
atlasv2/h1-m2, 2304, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 932, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2844, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2880, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3012, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 792, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2840, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 844, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3628, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 4040, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1880, c:\windows\system32\mmc.exe, contaminated
atlasv2/h1-m2, 3004, c:\windows\system32\mobsync.exe, contaminated
atlasv2/h1-m2, 2044, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m2, 4911, c:\windows\system32\dllhost.exe, contaminated
atlasv2/h1-m2, 3320, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 4028, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2260, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3044, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3056, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3696, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3028, c:\windows\system32\searchprotocolhost.exe, benign
atlasv2/h1-m2, 1528, c:\windows\system32\searchfilterhost.exe, benign
atlasv2/h1-m2, 1360, c:\windows\system32\wbem\wmiprvse.exe, benign
atlasv2/h1-m2, 2356, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3160, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3016, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2612, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2144, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3148, c:\windows\system32\audiodg.exe, contaminated
atlasv2/h1-m2, 2252, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 460, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2248, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 4088, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3328, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3088, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 1032, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 660, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 3028, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2364, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2868, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2380, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2880, c:\program files\confer\repwmiutils.exe, benign
atlasv2/h1-m2, 2648, c:\program files\confer\repwmiutils.exe, benign
