rater_id,pair_id,dataset,query_ref,sampling_stratum,score_band_blinded,query_active_channels,query_high_risk_channels,query_stage_profile,set_a_analog1_ref,set_a_analog1_active_channels,set_a_analog1_high_risk_channels,set_a_analog1_stage_profile,set_a_analog1_historical_outcome,set_a_analog1_time_to_escalation_min,set_a_analog2_ref,set_a_analog2_active_channels,set_a_analog2_high_risk_channels,set_a_analog2_stage_profile,set_a_analog2_historical_outcome,set_a_analog2_time_to_escalation_min,set_a_analog3_ref,set_a_analog3_active_channels,set_a_analog3_high_risk_channels,set_a_analog3_stage_profile,set_a_analog3_historical_outcome,set_a_analog3_time_to_escalation_min,set_a_analog4_ref,set_a_analog4_active_channels,set_a_analog4_high_risk_channels,set_a_analog4_stage_profile,set_a_analog4_historical_outcome,set_a_analog4_time_to_escalation_min,set_a_analog5_ref,set_a_analog5_active_channels,set_a_analog5_high_risk_channels,set_a_analog5_stage_profile,set_a_analog5_historical_outcome,set_a_analog5_time_to_escalation_min,set_a_relevance_1_5,set_a_supportiveness_1_5,set_a_actionability_1_5,set_a_explanation_quality_1_5,set_a_misleading_safety_1_5,set_b_analog1_ref,set_b_analog1_active_channels,set_b_analog1_high_risk_channels,set_b_analog1_stage_profile,set_b_analog1_historical_outcome,set_b_analog1_time_to_escalation_min,set_b_analog2_ref,set_b_analog2_active_channels,set_b_analog2_high_risk_channels,set_b_analog2_stage_profile,set_b_analog2_historical_outcome,set_b_analog2_time_to_escalation_min,set_b_analog3_ref,set_b_analog3_active_channels,set_b_analog3_high_risk_channels,set_b_analog3_stage_profile,set_b_analog3_historical_outcome,set_b_analog3_time_to_escalation_min,set_b_analog4_ref,set_b_analog4_active_channels,set_b_analog4_high_risk_channels,set_b_analog4_stage_profile,set_b_analog4_historical_outcome,set_b_analog4_time_to_escalation_min,set_b_analog5_ref,set_b_analog5_active_channels,set_b_analog5_high_risk_channels,set_b_analog5_stage_profile,set_b_analog5_historical_outcome,set_b_analog5_time_to_escalation_min,set_b_relevance_1_5,set_b_supportiveness_1_5,set_b_actionability_1_5,set_b_explanation_quality_1_5,set_b_misleading_safety_1_5,preferred_set,preference_confidence_1_5,free_text_rationale
rater_01,pair_7abeceb0d161,AIT-ADS chronology,q_b45325305605,low_score_negative,low_quartile,auth_abuse;cred_access;lateral_move;c2,cred_access;lateral_move;c2,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_26e0838cc454,priv_esc;lateral_move,priv_esc;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2569c7b123d2,auth_abuse;persistence;cred_access,persistence;cred_access,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_6c79c4fc9b61,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4d05f3c73ee6,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_d194f5b873a5,auth_abuse;cred_access;lateral_move;c2;impact,cred_access;lateral_move;c2;impact,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_3f475f7fdeb9,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_658e0aab2564,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_ec3c96ca321d,AIT-ADS chronology,q_b45325305605,high_score_negative,top_decile,recon;auth_abuse;execution;lateral_move;c2,execution;lateral_move;c2,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_26e0838cc454,recon;auth_abuse;execution;persistence;lateral_move;c2,execution;persistence;lateral_move;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,30.0,a_c9187082cd5d,recon;auth_abuse;execution;persistence;lateral_move;c2,execution;persistence;lateral_move;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,25.0,a_2569c7b123d2,recon;auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_f8a1e9fca5ab,recon;auth_abuse;execution;lateral_move;c2,execution;lateral_move;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_46616b6c254e,recon;auth_abuse;execution;persistence;lateral_move;c2,execution;persistence;lateral_move;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,,,,,,a_26e0838cc454,priv_esc;lateral_move,priv_esc;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,30.0,a_4877b93e5be0,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_77d2db11dd13,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_658e0aab2564,auth_abuse;execution;priv_esc,execution;priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_15188fc813dc,AIT-ADS chronology,q_7f86f70f8ab8,positive_or_high_score_tp,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_26e0838cc454,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_0a1dbb9836f0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_2569c7b123d2,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_97ab3cf66f8e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_46616b6c254e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_e1ede32399ad,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_c9187082cd5d,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_c02b33b7b2e1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_97ab3cf66f8e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,a_46616b6c254e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,,,,,,,,
rater_01,pair_d40764d4cce2,AIT-ADS chronology,q_8af5d10a5382,middle_score_ambiguous,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_658e0aab2564,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_c835e427b26b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_181030cc8074,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2b55edae91b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_c18d6bf319f0,ATLASv2 held-out-family,q_7df6e23098fa,high_score_negative,middle,recon;execution,execution,not_provided,a_87f63a327c21,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_15df95c2f8c0,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_41c458b8ccdc,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_e5787cc89a5f,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_bc6c00eba378,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_87f63a327c21,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_15df95c2f8c0,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_c7f67a8f67c3,recon,none,not_provided,not_escalated_within_30m,not_applicable,a_dda7a7c6f2c6,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_4d0ce74896b2,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_7c7b6d9903ad,AIT-ADS chronology,q_8af5d10a5382,low_score_negative,low_quartile,auth_abuse,none,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_a567deab8a40,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_4877b93e5be0,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_f5bef9525de5,auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_77d2db11dd13,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_46616b6c254e,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_16dc55908a26,auth_abuse,none,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2569c7b123d2,auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_6c79c4fc9b61,auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_41856de96843,auth_abuse,none,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_8f4a4fece962,AIT-ADS chronology,q_8af5d10a5382,middle_score_ambiguous,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_b01eafd07863,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_c835e427b26b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_181030cc8074,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2b55edae91b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4e656cba3710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f6005d833bd5,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_15210202f7b7,AIT-ADS chronology,q_7f86f70f8ab8,positive_or_high_score_tp,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_16dc55908a26,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_4279ca5e1a90,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,escalated_within_30m,15.0,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,10.0,a_77d2db11dd13,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,10.0,a_46616b6c254e,auth_abuse;priv_esc;c2,priv_esc;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_a567deab8a40,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,a_4877b93e5be0,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,15.0,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,a_77d2db11dd13,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,15.0,a_658e0aab2564,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,20.0,,,,,,,,
rater_01,pair_02d13117aae8,AIT-ADS chronology,q_7f86f70f8ab8,positive_or_high_score_tp,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_26e0838cc454,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_0a1dbb9836f0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_2569c7b123d2,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_97ab3cf66f8e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_46616b6c254e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_e1ede32399ad,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,5.0,a_c9187082cd5d,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_c02b33b7b2e1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_97ab3cf66f8e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,a_46616b6c254e,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,10.0,,,,,,,,
rater_01,pair_ec93f309321c,AIT-ADS chronology,q_7f86f70f8ab8,low_score_negative,low_quartile,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,a_b01eafd07863,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4877b93e5be0,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_2569c7b123d2,persistence;collection_exfil,persistence;collection_exfil,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_6c79c4fc9b61,persistence;cred_access,persistence;cred_access,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_658e0aab2564,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_26e0838cc454,auth_abuse;persistence;cred_access,persistence;cred_access,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_c9187082cd5d,priv_esc;lateral_move,priv_esc;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_f5bef9525de5,auth_abuse,none,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_6c79c4fc9b61,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_303dc1d33cb1,AIT-ADS chronology,q_8af5d10a5382,low_score_negative,low_quartile,execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_b01eafd07863,execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_4279ca5e1a90,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_2569c7b123d2,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_6c79c4fc9b61,auth_abuse;persistence,persistence,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_658e0aab2564,auth_abuse,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_b01eafd07863,execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_ed05afd10eec,execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_888fcb0cfa0e,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_3f475f7fdeb9,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_54f23907fc37,execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_c13503949907,ATLASv2 held-out-family,q_3cf393418dc3,high_score_negative,middle,recon;execution,execution,not_provided,a_d1ad8854ead3,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_f2cbfab81d7a,recon;execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,a_7cf1db8d5088,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_828f30105203,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_c6bd8db95164,execution;persistence,execution;persistence,not_provided,not_escalated_within_30m,not_applicable,,,,,,a_d1ad8854ead3,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_096bd639efa6,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_41c458b8ccdc,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,not_escalated_within_30m,not_applicable,a_828f30105203,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,a_1633ad409600,recon;execution,execution,not_provided,not_escalated_within_30m,not_applicable,,,,,,,,
rater_01,pair_fbe984816d08,AIT-ADS chronology,q_b45325305605,high_score_negative,top_decile,recon;auth_abuse;execution;lateral_move;c2,execution;lateral_move;c2,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_26e0838cc454,priv_esc;lateral_move,priv_esc;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,25.0,a_ed05afd10eec,execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,a_49edaaa0de2b,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,escalated_within_30m,30.0,a_77d2db11dd13,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,not_escalated_within_30m,not_applicable,a_f6005d833bd5,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,not_escalated_within_30m,not_applicable,,,,,,a_d194f5b873a5,recon;auth_abuse;execution;persistence;lateral_move;c2,execution;persistence;lateral_move;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,30.0,a_0a1dbb9836f0,recon;auth_abuse;execution;persistence;lateral_move;c2,execution;persistence;lateral_move;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,20.0,a_c02b33b7b2e1,recon;auth_abuse;execution;persistence;lateral_move;c2,execution;persistence;lateral_move;c2,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,escalated_within_30m,25.0,a_6c79c4fc9b61,recon;auth_abuse;execution;persistence;c2,execution;persistence;c2,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,not_escalated_within_30m,not_applicable,a_41856de96843,recon;auth_abuse;execution;persistence;c2,execution;persistence;c2,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,escalated_within_30m,30.0,,,,,,,,
